#HD#     0.1823816445E+01     0.1913549755E+02 
    0.1127145676E+02     0.1050501782E+00    -0.3712941503E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1764954424E+02 
    0.1180180653E+02     0.7911439685E-01    -0.3996342158E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1677927372E+02 
    0.1234434826E+02     0.4855323596E-01    -0.4289495540E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1598782699E+02 
    0.1289908193E+02     0.1293426106E-01    -0.4591595930E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1526783001E+02 
    0.1346600756E+02    -0.2820445111E-01    -0.4901678993E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1461289078E+02 
    0.1404512513E+02    -0.7535628676E-01    -0.5218609025E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1401746960E+02 
    0.1463643465E+02    -0.1290482217E+00    -0.5541066535E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1347677140E+02 
    0.1523993612E+02    -0.1898431099E+00    -0.5867536584E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1298665624E+02 
    0.1585562954E+02    -0.2583421427E+00    -0.6196298448E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1254356530E+02 
    0.1648351491E+02    -0.3351874910E+00    -0.6525417253E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1214445985E+02 
    0.1712359223E+02    -0.4210651369E+00    -0.6852738372E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1178677152E+02 
    0.1777586149E+02    -0.5167079093E+00    -0.7175885495E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1146836235E+02 
    0.1844032271E+02    -0.6228987310E+00    -0.7492263383E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1118749360E+02 
    0.1911697587E+02    -0.7604577979E+00    -0.7804026323E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1093584757E+02 
    0.1980582098E+02    -0.9562922257E+00    -0.8115698699E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1070365462E+02 
